name
"""Weird Al"" Yankovic"
50 Cent
Bai Qing Xin
Bailee Madison
Bailey Chase
Bailey Spry
Baird Wallace
Balthazar Getty
Bam Margera
Bar Paly
Barack Obama
Barak Hardley
Barbara Adams
Barbara Auer
Barbara Babcock
Barbara Bach
Barbara Bingham
Barbara Bouchet
Barbara Boxer
Barbara Brenner
Barbara Bryne
Barbara Carey
Barbara Carrera
Barbara Coven
Barbara Crampton
Barbara E. Robertson
Barbara Ehrenreich
Barbara Eve Harris
Barbara Flynn
Barbara Gates Wilson
Barbara Gordon
Barbara Hamilton
Barbara Harris
Barbara Hershey
Barbara Howard
Barbara James Smith
Barbara Jefford
Barbara Leigh-Hunt
Barbara Mamabolo
Barbara Nedeljakova
Barbara O'Neil
Barbara Rafferty
Barbara Sukowa
Barbara Tarbuck
Barbara Troy
Barbara Tyson
Barbie Hsu
Barbora Lukesová
Barbra Streisand
Barbro Kollberg
Barclay Hope
Barkhad Abdi
Barlow Jacobs
Barnaby Metschurat
Barnard Hughes
Barney
Barney Clark
Barney Martin
Baron Hill
Barret Oliver
Barry Barnes
Barry Bostwick
Barry Coe
Barry Corbin
Barry Del Sherman
Barry Dennen
Barry Fitzgerald
Barry Foster
Barry Greenhouse
Barry Kivel
Barry Levinson
Barry Livingston
Barry Macollum
Barry McEvoy
Barry Miller
Barry Nelson
Barry Newman
Barry Otto
Barry Pearl
Barry Pepper
Barry Primus
Barry Shabaka Henley
Barry Sullivan
Barry Tubb
Barry W. Blaustein
Barry Watson
Bart Anderson
Bart Johnson
Bart Robinson Cook
Bart Voitila
Barton Heyman
Bas Rutten
Bashar Rahal
Basher Savage
Bashiri Johnson
Basil Harris
Basil Hoffman
Basil Rathbone
Basil Wallace
Bastian Pastewka
Bastian Trost
Bates Wilder
Bathsheba Garnett
Beah Richards
Beanie Feldstein
Beatie Edney
Beatrice Rosen
Beatrice Straight
Beatriz Batarda
Beatriz Jamaica
Beatriz Yuste
Beau Brasso
Beau Bridges
Beau Garrett
Beau Knapp
Beau Sia
Beau Starr
Bebe Daniels
Bebe Drake
Bebe Neuwirth
Bec-Kana-Re Dos Santos Kaiapo
Becca Gardner
Beckett Gandolfi
Becky Ann Baker
Bee Duffell
Bee Vang
Behrouz Vossoughi
Bel Powley
Belinda Balaski
Belinda Beatty
Belinda Becker
Bella Darvi
Bella Heathcote
Bella Thorne
Belladonna
Belén Rueda
Ben Affleck
Ben Barnes
Ben Bishop
Ben Bray
Ben Browder
Ben Burtt
Ben Carr
Ben Chaplin
Ben Coler
Ben Cooke
Ben Cotton
Ben Crompton
Ben Cross
Ben Cura
Ben Daniels
Ben Davidson
Ben Davies
Ben Diskin
Ben Drew
Ben Falcone
Ben Feldman
Ben Foster
Ben Garant
Ben Gazzara
Ben Gourley
Ben Hammer
Ben Hardle
Ben Hon Sun
Ben Johnson
Ben Kingsley
Ben Lyon
Ben Marshall
Ben Mayer-Goodman
Ben McKenzie
Ben Mendelsohn
Ben Miles
Ben Miller
Ben O'Toole
Ben Piazza
Ben Platt
Ben Rappaport
Ben Reed
Ben Robson
Ben Rosenfield
Ben Rovner
Ben Schnetzer
Ben Scholfield
Ben Schwartz
Ben Shenkman
Ben Stein
Ben Stiller
Ben Vereen
Ben Walker
Ben Weber
Ben Whishaw
Ben York Jones
Ben Youcef
Benedict Cumberbatch
Benedict Freitag
Benedict Wong
Bengaru
Benicio del Toro
Benito Martinez
Benjamin Bratt
Benjamin Creme
Benjamin Dickinson
Benjamin Haigh
Benjamin Hollingsworth
Benjamin Jay Davis
Benjamin Kanes
Benjamin Millepied
Benjamin Mouton
Benjamin Walker
Benjamin Weir
Benjamin Whitrow
Benjamin Wilkinson
Benno Fürmann
Benny Urquidez
Benoît Magimel
Benoît Poelvoorde
Bentley Mitchum
Benu Mabhena
Bergüzar Korel
Bernadette Le Saché
Bernadette Peters
Bernard Bresslaw
Bernard Cribbins
Bernard Fox
Bernard Hill
Bernard Hocke
Bernard Le Coq
Bernard Lee
Bernard Miles
Bernard Noël
Bernard Otieno Oduor
Bernard White
Bernd Tauber
Bernie Casey
Bernie Mac
Bernie Rachelle
Bert Lahr
Bertie Carvel
Bertrand Cadart
Bess Armstrong
Bess Flowers
Bess Motta
Bessie Love
Beth Broderick
Beth Colt
Beth Grant
Beth Littleford
Beth Miller
Bethany Hamilton
Bethany Joy Lenz
Bethel Leslie
Betsy Baker
Betsy Douds
Betsy Palmer
Betsy Rue
Betsy Russell
Betta St. John
Bette Davis
Bette Midler
Bettina Bresnan
Betty Buckley
Betty Hutton
Betty Lucas
Betty Moyer
Betty Schuurman
Betty Thomas
Betty Vaughn
Betty White
Beulah Bondi
Beverley Mitchell
Beverly D'Angelo
Beverly Peckous
Beverly Randolph
Beverly Todd
Bey Logan
Beyoncé Knowles
Bhama
Bharat Dabholkar
Bharati Achrekar
Bhole Baba
Bhumika Chawla
Bianca A. Santos
Bianca Bree
Bianca Collins
Bianca Haase
Bianca Hunter
Bianca Kajlich
Bianca Lawson
Bianca Nappi
Bianca Saad
Bibi Andersson
Bibi Besch
Bibi Naceri
Biddy Hodson
Big Boi
Big Boy
Big Daddy Kane
Big Guido
Big John
Bijou Phillips
Bikram Saluja
Bilal
Bill 'Chilly Billy' Cardille
Bill Anderson Jr.
Bill Bailey
Bill Baird
Bill Barretta
Bill Bellamy
Bill Billions
Bill Bixby
Bill Brochtrup
Bill Buell
Bill Burr
Bill Camp
Bill Clinton
Bill Cobbs
Bill Curry
Bill D'Elia
Bill Duke
Bill Erwin
Bill Fagerbakke
Bill Gerber
Bill Goldberg
Bill Goodwin
Bill Greene
Bill Hader
Bill Hickman
Bill Hoag
Bill Hodnett
Bill Irwin
Bill Johns
Bill Johnson
Bill Laing
Bill Lobley
Bill Maher
Bill McKinney
Bill Melendez
Bill Mondy
Bill Moseley
Bill Mumy
Bill Murdoch
Bill Murray
Bill Nighy
Bill Nunn
Bill Paterson
Bill Paxton
Bill Pullman
Bill Sage
Bill Smitrovich
Bill Stewart
Bill Tangradi
Bill Treacher
Bill Tung
Bill Walton
Bill Weeden
Billie Burke
Billie Whitelaw
Billy Aaron Brown
Billy Barty
Billy Billingham
Billy Bob Thornton
Billy Boyd
Billy Brown
Billy Burke
Billy Campbell
Billy Connolly
Billy Cook
Billy Crudup
Billy Crystal
Billy Curtis
Billy Dee Williams
Billy Drago
Billy Gallo
Billy Gardell
Billy Gilbert
Billy Gray
Billy Green Bush
Billy Hufsey
Billy Jayne
Billy Joe Shaver
Billy Kay
Billy Lush
Billy Magnussen
Billy Postlethwaite
Billy Ray Cyrus
Billy Slaughter
Billy Valdes
Billy Waldeman
Billy West
Billy Wirth
Billy Zane
Bindal Parikh
Bing Yin
Bingo O'Malley
Bipasha Basu
Bird McIntyre
Birdy Sweeney
Birgit Minichmayr
Birgitte Federspiel
Birgitte Hjort Sørensen
Birol Ünel
Birthe Neumann
Bitch
Bitsie Tulloch
Bitty Schram
Bjarne Henriksen
Björk
Björn Granath
Bjørn Sundquist
Black Thomas
Blaine Capatch
Blair Brown
Blair Slater
Blair Underwood
Blake Anderson
Blake Clark
Blake Cooper
Blake Gibbons
Blake Heron
Blake Lindsley
Blake Lively
Blake Mizrahi
Blake Ritson
Blake Shields
Blanca Loaria
Blanca Portillo
Blanchard Ryan
Blanche Friderici
Blayne Weaver
Blaze Berdahl
Blondie Chaplin
Blondin Miguel
Blu Mankuma
Blythe Auffarth
Blythe Danner
Bo Brinkman
Bo Brundin
Bo Derek
Bo Hopkins
Bo Svenson
BoJesse Christopher
Bob Ari
Bob Balaban
Bob Barker
Bob Barr
Bob Bergen
Bob Clendenin
Bob Costas
Bob Dishy
Bob Dorian
Bob Dylan
Bob Greene
Bob Griffith
Bob Gunton
Bob Hoskins
Bob Ivy
Bob Jennings
Bob Joles
Bob Marley
Bob Neill
Bob Newhart
Bob Odenkirk
Bob Papenbrook
Bob Peck
Bob Penny
Bob Peterson
Bob Rubin
Bob Ruggiero
Bob Saget
Bob Sapp
Bob Tracey
Bob Zmuda
Bobb'e J. Thompson
Bobbi Page
Bobby Barnes
Bobby Batson
Bobby Block
Bobby Boriello
Bobby Brown
Bobby Campo
Bobby Cannavale
Bobby Coleman
Bobby Di Cicco
Bobby Kendall
Bobby Moynihan
Bobby Porter
Bobby Routh
Bobby Slayton
Bobby Soto
Bobcat Goldthwait
Bodhi Elfman
Bogdan Voda
Bojana Novaković
Bokeem Woodbine
Bolaji Badejo
Bolek Polívka
Bolo Yeung
Boman Irani
Bong Soo Han
Bongkoj Khongmalai
Bonnie Bartlett
Bonnie Bedelia
Bonnie Bentley
Bonnie Bruderer
Bonnie Cross
Bonnie Dennison
Bonnie Henna
Bonnie Hunt
Bonnie Johnson
Bonnie Lee Bouman
Bonnie Morgan
Bonnie Sharie
Bonnie Somerville
Bono
Bonz Malone
Boo Jackson
Boris Kodjoe
Boris Lee Krutonog
Boris McGiver
Bourvil
Boyd Banks
Boyd Gaines
Boyd Holbrook
Boyd Kestner
Brad Beyer
Brad Carr
Brad Carter
Brad Dourif
Brad Garrett
Brad Greenquist
Brad Hunt
Brad Johnson
Brad Leland
Brad Loree
Brad Pitt
Brad Renfro
Brad Savage
Brad Schacter
Brad Schmidt
Brad Sihvon
Brad Silverman
Brad Sullivan
Brad William Henke
Bradford Dillman
Bradford English
Bradley Cooper
Bradley Dodds
Bradley Gregg
Bradley Hall
Bradley Johnson
Bradley Pierce
Bradley Pryce
Bradley Whitford
Brady Allen
Brady Bluhm
Brady Coleman
Brady Corbet
Brady Hender
Brady Tsurutani
Braeden Lemasters
Brahmanandam
Branden R. Morgan
Branden Williams
Brandon Auret
Brandon Bales
Brandon Barrera
Brandon Beemer
Brandon Caruso
Brandon Cyrus
Brandon De Wilde
Brandon DiCamillo
Brandon Gonzales
Brandon Hammond
Brandon Hanson
Brandon Henschel
Brandon Jay McLaren
Brandon Johnson
Brandon Lee
Brandon Maggart
Brandon McGibbon
Brandon Middleton
Brandon Molale
Brandon O'Neill
Brandon Olds
Brandon Ratcliff
Brandon Routh
Brandon Ruiter
Brandon Salgado Telis
Brandon Smith
Brandon Soo Hoo
Brandon Spink
Brandon T. Jackson
Brandon Wickens
Brandon Wood
Brandt Wille
Brandy Little
Brandy Maasch
Brandy Norwood
Brandy Whitford
Branko Đurić
Branscombe Richmond
Brawley Nolte
Braxton Davis
Breanne Racano
Breckin Meyer
Bree Turner
Bree Williamson
Breffni McKenna
Brenda Bakke
Brenda Ballard
Brenda Blethyn
Brenda Cooney
Brenda Currin
Brenda Fricker
Brenda Isaacs Booth
Brenda Song
Brenda Strong
Brenda Vaccaro
"Brendan ""Doogie"" Milewski"
Brendan Cowell
Brendan Coyle
Brendan Dempsey
Brendan Donaldson
Brendan Fehr
Brendan Fletcher
Brendan Fraser
Brendan Gleeson
Brendan Mackey
Brendan Sexton III
Brendan Walsh
Brenden Richard Jefferson
Brendon Eggertsen
Brendon Ryan Barrett
Brennan Brown
Brent Braunschweig
Brent Briscoe
Brent Carver
Brent David Fraser
Brent Hinkley
Brent Jennings
Brent Neale
Brent Skagford
Brent Spiner
Brent Werzner
Brent Woolsey
Brenton Thwaites
Bret Saberhagen
Brett Cullen
Brett Dier
Brett Gelman
Brett Granstaff
Brett Kelly
Brett Ratner
Brett Rice
Brett Rickaby
Brian 'Sene' Marc
Brian Andrews
Brian Austin Green
Brian Avery
Brian Backer
Brian Bisson
Brian Blain
Brian Blessed
Brian Boland
Brian Bosworth
Brian Corcoran
Brian Cox
Brian D. Johnson
Brian Delate
Brian Dennehy
Brian Dietzen
Brian Dorton
Brian Downey
Brian Doyle-Murray
Brian Farrell
Brian George
Brian Geraghty
Brian Gilbert
Brian Gillin
Brian Gleason
Brian Glover
Brian Goodman
Brian H. Dierker
Brian Haley
Brian Henson
Brian Herzlinger
Brian Hooks
Brian Howe
Brian Huskey
Brian Hutchison
Brian J. White
Brian Keith
Brian Keith Allen
Brian Kerwin
Brian Klugman
Brian Kolodziej
Brian Krause
Brian Krow
Brian L. Keaulana
Brian Leckner
Brian Mahoney
Brian Mallon
Brian Markinson
Brian Martell
Brian McCardie
Brian McElhaney
Brian McNamara
Brian Murray
Brian O'Halloran
Brian O'Neill
Brian Petsos
Brian Sacca
Brian Scannell
Brian Setzer
Brian Sites
Brian Skala
Brian Steele
Brian Stepanek
Brian Tarantina
Brian Tee
Brian Tenenbaum
Brian Thompson
Brian Van Holt
Brian d'Arcy James
Briana Buckmaster
Briana Evigan
Brianna Brown
Brianna Hildebrand
Brianne Siddall
Brice Fournier
Brid Brennan
Bridget Barkan
Bridget Bennett
Bridget Fonda
Bridget Moynahan
Bridgette Wilson
Brie Gabrielle
Brie Larson
Brighton Hertford
Brighton Sharbino
Brigitte Bardot
Brigitte Christensen
Brigitte Helm
Brigitte Nielsen
Brigitte Virtudes
Brion James
Brit Marling
Brit Morgan
Britney Spears
Britt Ekland
Britt McKillip
Britt Robertson
Brittany Curran
Brittany Daniel
Brittany Drisdelle
Brittany Finamore
Brittany Murphy
Brittany Oaks
Brittany Paige Bouck
Brittany Snow
Brittney Powell
Brock Peters
Broderick Boyd
Brody Stevens
Bronagh Gallagher
Bronson Dudley
Bronson Pinchot
Bronwen Coleman
Brooke Adams
Brooke Burns
Brooke Coleman
Brooke D'Orsay
Brooke Dillman
Brooke Langton
Brooke Newton
Brooke Shields
Brooke Smith
Brooke Theiss
Brooke Williams
Brooklyn Decker
Brooklynn Proulx
Bruce A. Young
Bruce Altman
Bruce Barton
Bruce Beatty
Bruce Bennett
Bruce Boxleitner
Bruce Brighton
Bruce Bruce
Bruce Cabot
Bruce Campbell
Bruce Colbert
Bruce Davison
Bruce Dern
Bruce Glover
Bruce Green
Bruce Greenwood
Bruce Harwood
Bruce Hopkins
Bruce James
Bruce Jones
Bruce Kerr
Bruce Leung Siu-Lung
Bruce Locke
Bruce M. Fischer
Bruce Mackinnon
Bruce McCulloch
Bruce McFee
Bruce McGill
Bruce Norris
Bruce Payne
Bruce Ramsay
Bruce Solomon
Bruce Spence
Bruce Springsteen
Bruce Thomas
Bruce Vilanch
Bruce Weitz
Bruce Willis
Bruno Campos
Bruno Carotenuto
Bruno Cremer
Bruno Ganz
Bruno Gunn
Bruno Kirby
Bruno Lastra
Bruno Mars
Bruno Podalydès
Bruno Ricci
Bruno Salomone
Bryan Brown
Bryan Callen
Bryan Cranston
Bryan Dick
Bryan Greenberg
Bryan Hearne
Bryan J.L. Glass
Bryan Probets
Bryant Gumbel
Bryce Dallas Howard
Bryce Johnson
Bryce Romero
Bryce Silver
Bryson Funk
Brían F. O'Byrne
Bubba Smith
Buck Henry
Bud Cort
Bud Luckey
Buddy Baer
Buddy Daniels
Buddy Guy
Buddy Hackett
Burgess Meredith
Burghart Klaußner
Burke Byrnes
Burl Ives
Burn Gorman
Burr DeBenning
Burt Bulos
Burt Kwouk
Burt Lancaster
Burt Reynolds
Burt Young
Burton Gilliam
Busta Rhymes
Buster Keaton
Busy Philipps
Buzz Aldrin
Buzzy Kerbox
Byron Cotton
Byron Gibson
Byron Mann
Bálint Péntek
Bárbara Goenaga
Bárbara Mori
Bárbara Palladino
Béatrice Bonifassi
Béatrice Dalle
Béatrice Macola
Béla Dóra
Bérénice Bejo
Bérénice Marlohe
C. Aubrey Smith
C. Fraser Press
C. Henry Gordon
C. Thomas Howell
C.J. Graham
C.J. Sanders
CCH Pounder
CJ Adams
Cab Calloway
Cabrina Collesides
Cachaco
Caerthan Banks
Caio Junqueira
Caitlin Carver
Caitlin Clarke
Caitlin Fitzgerald
Caitlin Keats
Caitlin Stasey
Caitlyn Folley
Caitlyn Jenner
Caitriona Balfe
Caity Lotz
Cal Barnes
Cal Macaninch
Caleb Emerson
Caleb Landry Jones
Caley Hayes
Calista Flockhart
Callan McAuliffe
Callan Mulvey
Callie Thorne
Callum Blue
Callum Keith Rennie
Callum Turner
Calum MacNab
Calvin Green
Calvin Levels
Calvin Lockhart
Cam Clarke
Cam Gigandet
Cam Neely
Cambridge Jones
Cameron Boyce
Cameron Bright
Cameron Diaz
Cameron Diskin
Cameron Fife
Cameron Finley
Cameron Fitch
Cameron Goodman
Cameron Mills
Cameron Mitchell
Cameron Monaghan
Cameron Ocasio
Cameron Rhodes
Cameron Richardson
Cameron Scher
Camila Márdila
Camila Sodi
Camilla Belle
Camilla Scott
Camilla Vergotis
Camille Cregan
Camille Japy
Camillia Sanes
Camilo Alanis
Camme Tyla
Cammie King
Campbell Brown
Campbell Scott
Camryn Grimes
Camryn Manheim
Candace Carey
Candace Evanofski
Candace Hutson
Candela Fernández
Candice Bergen
Candice Coke
Candice Harrison
Candise Lakota
Candy Clark
Candy Ford
Candyce Hinkle
Canned Heat
Cao Shi-Ping
Caprice Benedetti
Captain Kidd Brewer Jr.
Cara Buono
Cara Delevingne
Cara Horgan
Cara Seymour
Carel Struycken
Caren Pistorius
Carey Jones
Carey Loftin
Carey Lowell
Carey Means
Carey Mulligan
Cariba Heine
Carice van Houten
Carin Sprague
Carina Lau
Carl Bernstein
Carl Bressler
Carl Ciarfalio
Carl Cox
Carl Frank
Carl Goetz
Carl Gottlieb
Carl Harry Carlson
Carl K. Aselton III
Carl Lange
Carl Nanor
Carl Paoli
Carl Reiner
Carl Snell
Carl Weathers
Carla Bruni
Carla Gallo
Carla Gugino
Carla Laemmle
Carla Quevedo
Carleton Young
Carlie Westerman
Carlo Alban
Carlo Buccirosso
Carlo Cecchi
Carlo Rota
Carlo Verdone
Carlos Alazraqui
Carlos Alberto
Carlos Andrés Gómez
Carlos Bardem
Carlos Belloso
Carlos Blanco
Carlos Carrasco
Carlos Emilio Báez
Carlos Gallardo
Carlos Gómez
Carlos Jacott
Carlos Jorge Guerrero
Carlos Lanari
Carlos Lasarte
Carlos Linares
Carlos Maycotte
Carlos Mencia
Carlos Montalbán
Carlos Padilla
Carlos Ponce
Carlos Pratts
Carlos Ramírez
Carlos Sanz
Carlos Vicente
Carlton Williams
Carly Chaikin
Carly Hatter
Carly Lyn
Carly Nahon
Carly Schroeder
Carmel McCallion
Carmela Zumbado
Carmen Argenziano
Carmen Cenko
Carmen Chaplin
Carmen Ejogo
Carmen Electra
Carmen Ferland
Carmen Filpi
Carmen López
Carmen Maura
Carmen Osbahr
Carmi Gillon
Carol Arthur
Carol Block
Carol Burnett
Carol Castro
Carol Cleveland
Carol Kane
Carol Locatell
Carol Potter
Carol Sutton
Carol van Herwijnen
Carole Ann Wilson
Carole Bouquet
Carole Davis
Carole De Saram
Carole Franck
Carole Morison
Carolina Crescentini
Caroline Aaron
Caroline Barry
Caroline Bossi
Caroline Chikezie
Caroline D'Amore
Caroline Dhavernas
Caroline Ford
Caroline Goodall
Caroline Ilea
Caroline Junko King
Caroline Kava
Caroline Munro
Caroline O'Connor
Caroline Rhea
Caroline Semple
Caroline Williams
Carolyn Dando
Carolyn Farina
Carolyn Gilroy
Carolyn Lawrence
Carolyn McCormick
Carolyn Moss
Carolyn Purdy-Gordon
Carolyn Saxon
Carolyn Seymour
Carra Patterson
Carrie Aizley
Carrie Ann Inaba
Carrie Baker Reynolds
Carrie Bradstreet
Carrie Cain-Sparks
Carrie Colak
Carrie Coon
Carrie Crawford
Carrie Fisher
Carrie Fleming
Carrie Genzel
Carrie Henn
Carrie Keagan
Carrie MacLemore
Carrie Nye
Carrie Preston
Carrie Snodgress
Carrie Underwood
Carrie-Anne Moss
Carroll Baker
Carroll O'Connor
Carson Nattrass
Carsten Norgaard
Carter Jenkins
Carter Wong
Cary Elwes
Cary Grant
Cary Guffey
Cary-Hiroyuki Tagawa
Cas Anvar
Casey Affleck
Casey Boersma
Casey Dubois
Casey Gooden
Casey Hooper
Casey Huang
Casey LaBow
Casey McAuliffe
Casey O'Brien
Casey Sander
Casey Siemaszko
Casey Tutton
Casey Wilson
Caseyarnoux Charlot
Caskey Swaim
Casper Christensen
Casper Crump
Casper Van Dien
Cass Naumann
Cass-Olé
Cassandra Bell
Cassandra Gava
Cassandra Harris
Cassandra Peterson
Cassandra Scerbo
Cassidy Gard
Cassidy Gifford
Cassidy Hinkle
Cassie Ventura
Cassius Willis
Castille Landon
Castulo Guerra
Cat Ly
Cat Meacher
Cat Power
Catalina Denis
Catalina Sandino Moreno
Cate Blanchett
Caterina Murino
Caterina Scorsone
Catharine Bolz
Catherine Bell
Catherine Carlen
Catherine Chan
Catherine Chevallier
Catherine Deneuve
Catherine Dent
Catherine Dyer
Catherine Florent
Catherine Hicks
Catherine Keener
Catherine Kresge
Catherine Lloyd Burns
Catherine MacNeal
Catherine Mangan
Catherine McCormack
Catherine Missal
Catherine O'Hara
Catherine Oxenberg
Catherine Parks
Catherine Reitman
Catherine Schell
Catherine Sutherland
Catherine Tate
Catherine Toribio
Catherine Zeta-Jones
Cathleen Nesbitt
Cathryn de Prume
Cathy Lee Crosby
Cathy Moriarty
Cathy O'Donnell
Cathy Trien
Catriona MacColl
Cavan Kendall
Cayden Boyd
Ceasare Willis
Cec Linder
Cecil Kellaway
Cecil Reynolds
Cecilia Cheung
Cecilia Narova
Cecilia Pillado
Cecilia Suárez
Cecily Strong
Cedric Eich
Cedric Hardwicke
Cedric Scott
Cedric Yarbrough
Cedric the Entertainer
Cee Lo Green
Celeste Holm
Celeste Zappala
Celestina
Celestine Rae
Celia Imrie
Celia Keenan-Bolger
Celia Weston
Celina Jade
Celso Bugallo
Cem Akin
Cem Yılmaz
Cepheus Jaxon
Cerasela Iosifescu
Cerina Vincent
Cesar Garcia
Cesar Montano
Cesar Ramos
Cesar Romero
Cesare Danova
Chace Crawford
"Chad ""Gunner"" Lail"
Chad Allen
Chad Brummett
Chad Christ
Chad Donella
Chad Faust
Chad Fifer
Chad Harber
Chad L. Coleman
Chad Lindberg
Chad Lowe
Chad McQueen
Chad Michael Murray
Chad R. Davis
Chad Smith
Chad Timmerman
Chadwick Boseman
Chaim Girafi
Chaim Topol
Chaka Forman
Chalo González
Chamblee Ferguson
Chan Creswell
Chance Kelly
Chandler Canterbury
Chandler Riggs
Chandler Riley Hecht
Chandra Ruegg
Chandra West
Chanel Iman
Chaney Kley
Chang Chen
Chang Xiao Yang
Channing Tatum
Channing Wilroy
Channon Roe
Chantal Neuwirth
Chao Li Chi
Chaon Cross
Charice
Charis Michelsen
Charla Cochran
Charlayne Woodard
Charles Aidman
Charles Albert Patiño
Charles Aznavour
Charles Baker
Charles Barkley
Charles Bartlett
Charles Beale
Charles Berling
Charles Bickford
Charles Borromel
Charles Bronson
Charles Busch
Charles C. Wilson
Charles Cioffi
Charles Cooper
Charles Craig
Charles Cyphers
Charles Dance
Charles Dennis
Charles Duke
Charles Durning
Charles Esten
Charles Fleischer
Charles Gray
Charles Grodin
Charles Gunning
Charles Hallahan
Charles Henry Wyson
Charles Ingram
Charles Jimmie Sr.
Charles Judels
Charles Kay
Charles Keating
Charles Kimbrough
Charles King
Charles Linton
Charles Ludlam
Charles Malik Whitfield
Charles Martin Smith
Charles McGraw
Charles Millot
Charles Napier
Charles Robinson
Charles Rocket
Charles S. Dutton
Charles Scorsese
Charles Winninger
Charley Broderick
Charley Grapewin
Charley Koontz
Charley Ramm
Charlie Adler
Charlie Bewley
Charlie Callas
Charlie Chaplin
Charlie Cox
Charlie Creed-Miles
Charlie Day
Charlie Dell
Charlie Hewson
Charlie Himmelstein
Charlie Hofheimer
Charlie Hunnam
Charlie Korsmo
Charlie Lucas
Charlie McDermott
Charlie Murphy
Charlie O'Connell
Charlie Rowe
Charlie Ruedpokanon
Charlie Saxton
Charlie Schlatter
Charlie Sheen
Charlie Spradling
Charlie Tahan
Charlie Watts
Charlie Yeung
Charlize Theron
Charlotte Ayanna
Charlotte Bøving
Charlotte Coleman
Charlotte Cornwell
Charlotte Frogner
Charlotte Gainsbourg
Charlotte Le Bon
Charlotte Lewis
Charlotte Peters
Charlotte Prior
Charlotte Rae
Charlotte Rampling
Charlotte Riley
Charlotte Ross
Charlotte Stewart
Charlotte Sullivan
Charlotte d'Amboise
Charlotte de Barker
Charlton Heston
Charly Hübner
Charlyne Yi
Charmian Carr
Charmion King
Chase Armitage
Chase Bennett
Chase Bloch
Chase Ellison
Chase Masterson
Chase Offerle
Chase Randolph
Chase Sprague
Chase Wright Vanek
Chasey Lain
Chasty Ballesteros
Chatchai Plengpanich
Chazz Palminteri
Cheech Marin
Chehon Wespi-Tschopp
Cheikh Ndiaye
Chelan Simmons
Chelcie Ross
Chelse Swain
Chelsea Field
Chelsea Handler
Chelsea Logan
Chelsea Rae Bernier
Chelsea Rendon
Chems Dahmani
Chen Dao-Ming
Chen Jin
Chen Sicheng
Chen Xiaoyi
Cheng Pei-Pei
Cheng Qian
Cheng Tai-Shen
Chengwu Guo
Chenier Hundal
Chenoa Maxwell
Cheon Bo-geun
Cher
Cherami Leigh
Cheri Oteri
Cherif Bounaïdja Rachedi
Cherilyn Wilson
Cherry Jones
Cheryl Campbell
Cheryl Chase
Cheryl Guttridge
Cheryl Hamada
Cheryl Hines
Cheryl Ladd
Cheryl Lynn Bowers
Cheryl Sparks
Cheryl Tiegs
Cherylene Lee
Chester Bennington
Chester Conklin
Cheung Chi-Gwong
Chevy Chase
Cheyenne Haynes
Cheyenne Jackson
Cheyenne Rushing
Chi Cao
Chi McBride
Chi Muoi Lo
Chiaki Kuriyama
Chiara Caselli
Chiara Gensini
Chiara Mastroianni
Chiara Zanni
Chic Littlewood
Chico Martínez
Chiefy Elkington
Chieko Baishô
Chikao Ohtsuka
Chill Wills
Chilton Crane
China Chow
China Shavers
Chingo Bling
Chino XL
Chintara Sukapatana
Chip Bent
Chip Chinery
Chipo Chung
Chita Rivera
Chiu Chi-Ling
Chiwetel Ejiofor
Chloe Bale
Chloe Bridges
Chloe Csengery
Chloe Hollings
Chloe Hunter
Chloe Rose
Chloe Salaman
Chloe Webb
Chloë Grace Moretz
Chloë Sevigny
Choi Min-sik
Choi Si-won
Chopper Bernet
Chord Overstreet
Chow Yun-fat
Chris Ackerman
Chris Barrie
Chris Bauer
Chris Bisson
Chris Brochu
Chris Brown
Chris Browning
Chris Carey
Chris Carlson
Chris Carmack
Chris Casamassa
Chris Cavener
Chris Chatman
Chris Clark
Chris Colfer
Chris Conrad
Chris Cooper
Chris Coppola
Chris Coy
Chris Diamantopoulos
Chris Doran
Chris Eigeman
Chris Elliott
Chris Ellis
Chris Evans
Chris Farley
Chris Ferry
Chris Freihofer
Chris Gardner
Chris Gauthier
Chris Geere
Chris Hardwick
Chris Haywood
Chris Heebink
Chris Hemsworth
Chris Henry Coffey
Chris Isaak
Chris Ivan Cevic
Chris Kattan
Chris Kelly
Chris Klein
Chris Larkin
Chris Liano
Chris Lowell
Chris Marquette
Chris Marrs
Chris Martin
Chris Massoglia
Chris Matthews
Chris McCarron
Chris McHallem
Chris Messina
Chris Miller
Chris Mulkey
Chris Nash
Chris New
Chris Noth
Chris O'Donnell
Chris O'Dowd
Chris Overton
Chris Owen
Chris Pang
Chris Parnell
Chris Payne Gilbert
Chris Penn
Chris Phillips
Chris Pine
Chris Pontius
Chris Potter
Chris Pratt
Chris Rebello
Chris Rehmann
Chris Renton
Chris Riedell
Chris Riggi
Chris Rock
Chris Sanders
Chris Sarandon
Chris Sheffield
Chris Shields
Chris Spencer
Chris Stack
Chris Swanson
Chris Taloa
Chris Thomas King
Chris Tucker
Chris Violette
Chris WIllis
Chris Warren
